no,id_document,tahun_terbit,nama_jurnal,judul_artikel,nama_penulis,kata_kunci,abstrak
1011,doc1011,2022,Jurnal Teori dan Aplikasi Matematika,Identifying Significant Factors Affecting the Human Development Index in East Java Using Ordinal Logistic Regression Model,"Yuniar Farida, Monika Refiana Nurfadila, Dian Yuliati",Factor Analysis; Human Development Index; HDI; Ordinal Logistic Regression; Classification.,"The achievement of human development can be reviewed from the Human Development Index (HDI), which is sourced from indicators of health, education, and state income. East Java Province is the second-most populous province in Indonesia which has a high work intensity in economic aspects and abundant natural and human resources. However, judging from the level of the human development index, East Java Province occupies the lowest position compared to other provinces on the island of Java. This study aims to identify significant factors affecting East Java's HDI using ordinal logistic regression. The data from Indonesia Statistics (Indonesian: Badan Pusat Statistik, BPS) of East Java province in 2020 includes seven variables, namely Gross Regional Domestic Product (GRDP), high school participation rate, infant mortality rate, health facilities, population density, labor force participation rate, and open unemployment rate. This study produced two ordinal logistic regression models in medium category HDI and high category HDI with a classification accuracy value of 97.37%. From this model obtained, a significant factor affecting the HDI of East Java is the participation rate of high school and health facilities."
1012,doc1012,2022,Jurnal Teori dan Aplikasi Matematika,Designing Closed-Ended Questions into Open-Ended Questions to Support Student’s Creative Thinking Skills and Mathematical Communication Skills,"Syilvia Septiani, Heri Retnawati, Elly Arliani",Creative Thinking; Mathematics Assessment; Mathematics Communication; Open-Ended Question.,"The ability of creative thinking and mathematical communication is important in learning mathematics. However, in fact mathematics learning in schools today has not shown an optimal effort to help students develop creative thinking skills and mathematical communication skills. The purpose of this study is to examine the use of open-ended questions in mathematics learning and in the evaluation of mathematics learning to support the ability of creative thinking and mathematical communication skills of students, this will be implemented in the perspective of literature review. The type of research used is a systematic and structured literature review, where researchers synthesize relevant study results from international and national literature through Google Scholar, Eric, DOAJ, Scopus and ScienceDirect. Based on the analysis results obtained that mathematical learning using open-ended questions is effectively used to support the ability of creative thinking and mathematical communication skills of students; the provision of open-ended questions can be familiarized with providing learning methods leading to an open-ended approach; the test in the form of open-ended questions can be used as a tool to measure the ability of creative thinking and mathematical communication skills of students; the use of open-ended question can be applied to all levels of education; and the need for high creativity from teachers to prepare learning by applying open-ended questions."
1013,doc1013,2022,Jurnal Teori dan Aplikasi Matematika,The Effect of Susceptible Immigrants in a System Dynamic on the Spread of Malaria in Indonesia,"Euis Aprianti, Jaharuddin Jaharuddin, Endar H. Nugrahani",Basic Reproduction Number; Bifurcation;  Malaria;   Stability; Susceptible Immigrants;,"The spread of malaria is a serious public health problem, including in Indonesia. The mathematical model is formulated to describe the dynamic nature of the spread of malaria. The model used in this article is the SIR-SI model. This article discusses the stability of the fixed point analyzed using the Jacobian matrix and Routh-Hurwitz criteria, bifurcation analysis using the Castillo-Chaves and Song Theorem, and numerical simulation of the effect of the rate of susceptible immigrants on the dynamics of the malaria by using data on malaria cases in Indonesia. The results of the analysis show that the stability of the fixed point is related to the basic reproduction number determined by the next-generation matrix, and bifurcation occurs when the basic reproduction number is equal to one. The results of numerical simulations show that in order to suppress the spread of malaria, it is necessary to reduce the rate of susceptible immigrants."
1014,doc1014,2022,Jurnal Teori dan Aplikasi Matematika,Improving Conceptual Understanding Through STEM-Based Mathematics Learning,"Wilda Syam Tonra, Winda Syam Tonra, Muhammad Ikhsan, Fatoni Achmad",Conceptual understanding; STEM; Pre-experimental design;,"This study aims to improve conceptual understanding through STEM-based mathematics learning. The research method was pre-experimental research with one-group pretest-posttest design. The population is grade 8 of one of school in Ternate City. The method of sampling is random sampling. Research variable in the research, the independent variable is STEM-based learning and the dependent variable is the conceptual understanding. The validity of test that will be used in this research is content validity. Data analysis technique are descriptive and inferential. A test given to measure conceptual understanding The indicators are (1) restating a concept and providing examples, (2) Implementing specific procedures or operations, (3) Use algorithm to solve a problem. The results of the study is that students’ conceptual understanding is improving of the circle concept through STEM-based mathematics learning. The increase of conceptual understanding can be seen in the average value obtained, where for the pretest it is 40.41 then after the STEM is applied and the posttest is carried out the average value has increased to 83.73. Therefore, STEM-based mathematics learning is one of approaches that can improve conceptual understanding, and promotes the use of hands-on activities to solve problems in everyday life"
1015,doc1015,2022,Jurnal Teori dan Aplikasi Matematika,Measuring Changes of Students’ Statistical Reasoning Taught by Ethnomathematics Approach Assisted TinkerPlots: A Stacking Analysis Study,"Rahmi Ramadhani, Sahat Saragih, Rizki Maulida, Sinta Makito Br Simanjuntak",Stacking Analysis;  Rasch Model;  Statistical Reasoning;  Ethnomathematics;  TinkerPlots.,"This study aims to use the Rasch model stacking analysis technique to assess students' statistical reasoning abilities in descriptive statistics learning utilizing a TinkerPlots-assisted ethnomathematics approach in Nias cultural environment. This research is a quasi-experimental study that uses pre-and post-test control group designs. The stacking technique is used to examine how students' statistical reasoning abilities change in the presence of the intervention. The sample for this study is students in the 12th year at Gunungsitoli High School in the Nias Islands, Sumatera Utara region. Students are administered an exam that consists of five essay questions. Their responses are evaluated using a rubric that incorporates diagnostic criteria and a response certainty index. The data is analyzed using the Rasch Partial Credit Model with WINTSTEPS 4.5.5. The results indicate that students in the experimental group improved their statistical reasoning abilities more than students in the control group when they used TinkerPlots-assisted ethnomathematics in Nias cultural environment (the group with an ordinary learning approach). Along with the intervention, it is discovered that changes in student learning capacities are achievable in some situations due to pupils receiving the correct response or cheating. In other circumstances, pupils who undergo negative changes may respond inappropriately due to carelessness, boredom, or misconceptions. Additionally, these findings demonstrate that some children provide correct responses following intervention on certain items. According to the findings of this study, stacking analysis approaches are critical for describing each change in student abilities as a result of each person and each item."
1016,doc1016,2022,Jurnal Teori dan Aplikasi Matematika,Simulated Annealing Algorithm for Determining Travelling Salesman Problem Solution and Its Comparison with Branch and Bound Method,"Bib Paruhum Silalahi, Farahdila Sahara, Farida Hanum, Hidayatul Mayyani",Branch and Bound;  Integer Linear Programming; Simulated Annealing;  Travelling Salesman Problem;,"Travelling Salesman Problem (TSP) is a problem where a person must visit some places, starting from one city and then moving on to the next city with the conditions that the places visited can only be passed precisely once and then back to the starting city. TSP is an NP-hard, an important problem in operations research. TSP problems can be solved by an exact method or an approximation method, namely the metaheuristic method. This research aims to solve the TSP problem with an approximation method called the Simulated Annealing (SA), and then compare the results of this approximation method with the exact Branch and Bound method. The results indicated that the SA method could accomplish TSP problems. However, like other metaheuristic methods, SA only accomplishes it using an approach to get good results. Still, it cannot be determined that SA has the most optimal results, but the time needed by the SA method is faster than the Branch and Bound method. In case I, the percentage difference between the distance generated using the SA method with the B-and-B method is 0%, in case II it is 7% and in case III it is 8%."
1017,doc1017,2022,Jurnal Teori dan Aplikasi Matematika,How to Design Student Worksheet Based ELPSA Model to Improve Understanding of Mathematics Concepts?,"Dian Mayasari, Irmawaty Natsir, Mia Zulfiah",Design;  ELPSA Model;  Mathematics Concept;  Student Worksheet;,"Understanding of mathematics concept is the most important resolution in learning where students not only memorize the material but can understand and apply it in their daily lives. The ELPSA learning model can improve students' understanding of concepts through learning experiences, developing communication, presenting images in the form of visualizations, symbolizing in general terms, and as the application of the knowledge that has been obtained (application). This study aims to produce a product in the form of an ELPSA-based Student Worksheet that meets the criteria of being valid, practical, effective and has the potential to improve students' conceptual understanding. The method of this research is a 4D development model which is modified into 3D (Define, Design, and Develop). data collection instruments consist of observations, questionnaires and tests. This research produces valid, practical and effective student worksheets that can improve students' understanding of mathematical concepts. The results of this study indicate that the student worksheets are valid with good criteria. The student response questionnaire are 85.6% so it can be concluded that the student worksheets used are practical and can be used in learning. The effectiveness of obtaining a posttest average value of 87.06 with a percentage of 92.5% of students declared complete in learning. Student worksheets are said to be effective if student learning outcomes are declared complete. Mastery learning classically is said to be effective if it has reached 75% of the total number of students. Finally, student worksheets can improve students' understanding of mathematical concepts seen from the pretest and posttest questions that have been given. Student worksheets that have been applied can be a contribution for teachers to improve students' mathematical understanding in learning."
1018,doc1018,2022,Jurnal Teori dan Aplikasi Matematika,The Practice of Reflection Based on Didactical Design Research: An Analysis of the Geometry Transformation Material,"Iik Nurhikmayati, Mohamad Gilar Jatisunda, Nunuy Ratnawulan",Concept Image;  Geometics  Learning Obstacles; Transformation;,"This study aims to identify the possibility of learning obstacles in the concept of Geometric Transformation based on the meaning of the Geometric Transformation concept that students have regarding their experience in obtaining the definition of the Geometric Transformation concept. This study uses a qualitative method and Didactical Design Research for methodological framework that contains three stages of analysis: prospective, metapedadidactic, and retrospective. Teachers who will carry out the learning reflection process based on didactical design research were chosen through purposive sampling as research participants. Forty-eight students took the written test, and then six students were selected by purposive sampling to participate in in-depth interviews. Data analysis was carried out descriptively by reducing data, presenting data, and drawing conclusions. The result indicates that the meaning of the concept of Geometry Transformation, according to students, was the mapping of points in a plane to a set of points in the same plane; the existence of inconsistencies and ambiguity of meaning, and the emergence of the findings of other meaning units of Geometric Transformation concepts. The experience of student meaning shows a tendency for students to get a sense from what is taught by teachers and books with more procedurally oriented concept meanings. Based on the purpose and experience of students' definition, there are learning obstacles in the Geometric Transformation concept, including ontogenic obstacles, epistemological obstacles, and didactical obstacles. These learning obstacles can be a valuable consideration for improving and developing learning designs related to the concept of Geometric Transformation."
1019,doc1019,2022,Jurnal Teori dan Aplikasi Matematika,"Validity, Practicality, and Effectiveness of Ludo Cartesius Learning Media to Improve Understanding of Mathematical Concepts","Iman Putra Sumadi, Tri Atmojo Kusmayadi, Laila Fitriana",Cartesius; Learning Media;  Ludo;  Understanding Concept,"Abstract mathematics learning requires media in outlining the material so that it can be well received by students. Media can help students understand and recall explanations from the teacher and test students' understanding more deeply. This research was conducted with the aim of knowing the validity of Ludo Cartesius' learning media to improve understanding of mathematical concepts in class VIII students at junior high school. This research will apply development research design with ADDIE approach developed by Robert Maribe Brach. The ADDIE stages include analysis, design, development, implementation, and evaluation. The Population in this study were all eighth grade students at junior high school. The research sample was 27 students who were taken randomly using cluster random sampling technique. The instruments used include media expert assessment sheets, material expert assessments, student and teacher response questionnaires, as well as pretest and posttest understanding of mathematical concepts. The average value of media experts from the three validators of Dokar's media is 95.61. The average value of media experts from the three validators of Dokar's media is 92.36. The results showed that the Dokar media was categorized as ""very valid"" in terms of media experts and material experts and this media was suitable for use in class VIII students at junior high school. Dokar media is classified as practical media based on the average percentage of student and teacher responses, namely 86.23% and 85.83%. Dokar media is an effective medium based on the t-test (paired sample t-test) p value (0.000)<α (0.05) so that the posttest score is better than the pretest."
1020,doc1020,2022,Jurnal Teori dan Aplikasi Matematika,A Systematic Review on Integer Multi-objective Adjustable Robust Counterpart Optimization Model Using Benders Decomposition,"Athaya Zahrani Irmansyah, Diah Chaerani, Endang Rusyaman",Adjustable Robust Counterpart;  Integer Optimization Model;  Polyhedral Uncertainty Set;  Benders Decomposition.,"Multi-objective integer optimization model that contain uncertain parameter can be handled using the Adjustable Robust Counterpart (ARC) methodology with Polyhedral Uncertainty Set. The ARC method has two stages of completion, so completing the second stage can be assisted by the Benders Decomposition. This paper discusses the systematic review on this topic using the Preferred Reporting Items for Systematic Reviews and Meta-Analysis (PRISMA). PRISMA presents a database mining algorithm for previous articles and related topics sourced from Scopus, Science Direct, Dimensions, and Google Scholar. Four stages of the algorithm are used, namely Identification, Screening, Eligibility, and Included. In the Eligibility stage, 16 articles obtained and called Dataset 1, used for bibliometric mapping and evolutionary analysis. Moreover, in the Included stage, six final databases obtained and called Dataset 2, which was used to analyze research gaps and novelty. The analysis was carried out on two datasets, assisted by the output visualisation using RStudio software with the "" bibliometrix"" package, then we use the command 'biblioshiny()' to create a link to the “shiny web interface”. At the final stage of the article using six articles analysis, it is concluded that there is no research on the ARC multi-objective integer optimization model with Polyhedral Uncertainty Sets using the Benders Decomposition Method, which focuses on discussing the general model and its mathematical analysis. Moreover, this research topic is open and becomes the primary references for further research in connection."
1021,doc1021,2022,Jurnal Teori dan Aplikasi Matematika,E-Module Of Cube And Cuboid Based On Ethnomathematics For Five-Grade Elementary School Students,"Dyah Triwahyuningtyas, Novia Eka Mahmuda, Ardila Ardila",E-Module; Cube and Cuboid; Ethnomathematics.,"The background of this research is to produce and develop cube and cuboid material e-module products centred on regional culture. The teaching materials are still printed books containing material and questions without any complex mathematical concepts, so there is a lack of linking regional culture with mathematics. That affects the lack of understanding of students' ethnomathematics during the geometry material pandemic. This study aims to develop an e-module cube and cuboid based on ethnomathematics for fifth-grade elementary school students. Research development methods with 4D include definition, design, development and deployment. The data was analyzed using quantitative and qualitative data analysis techniques through media and material expert validators and teacher and student response questionnaires. The results showed that the e-module cube and cuboid based on ethnomathematics were declared feasible or valid with an average score of 82.5%. They used e-modules through teacher and student response questionnaires and obtained an average score of 85%, which was stated to be very practical. Therefore, it affects students' cognitive understanding of cube and cuboid material with an average value of 84.1. The ethnomathematics-based e-module cube and cuboid can help students improve their contextual abilities."
1022,doc1022,2022,Jurnal Teori dan Aplikasi Matematika,"On the Explicit Formula for Eigenvalues, Determinant, and Inverse of Circulant Matrices","Nur Aliatiningtyas, Sugi Guritman, Teduh Wulandari",Circulant matrix; Eigenvalue; Determinant; Inverse; Cyclic group.,"Determining eigenvalues, determinants, and inverse for a general matrix is computationally hard work, especially when the size of the matrix is large enough. But, if the matrix has a special type of entry, then there is an opportunity to make it much easier by giving its explicit formulation. In this article, we derive explicit formulas for determining eigenvalues, determinants, and inverses of circulant matrices with entries in the first row of those matrices in any formation of a sequence of numbers. The main method of our study is exploiting the circulant property of the matrix and associating it with cyclic group theory to get the results of the formulation. In every discussion of those concepts, we also present some computation remarks."
1023,doc1023,2022,Jurnal Teori dan Aplikasi Matematika,Simulations and Solutions of Calculus Problem: An Effort to Improve Students' Innovative and Quality Computing Skills,"Lalu Sucipto, Samsul Irpan",Calculus problems; Media quality; Student innovation; Virtual laboratory.,"One of the impacts of online learning that is not optimal is learning loss. Therefore, the aims of this study, we conduct computing practicum with Maple and Matlab to improve students' ability to develop learning media based on Network Virtual Laboratory (NVL). The implications of this practicum can improve students' innovative attitudes in developing various learning media NVL-based, with still through the validation process and field tests so that quality learning media is produced  . The subject of this study consisted of 61 students who took the integrated mathematics computing course calculus  . This is a development research (R&D), where each student develops learning media then validated and field trials. We assess each media resulting from the development using questionnaires and field observations. The results showed that as many as 85% of students have been able to innovate well in developing learning media NVL-based including function limit materials, derivatives, and integrals. The results of the assessment of the expert team showed that the ability of students in developing learning media reached an average score of 3.97 which is categorized as ""innovative"", while the results of product trials for early-level students obtained an average of 4.07 blessings ""very qualified"". Furthermore, the practicum module and all media results of student development have been uploaded to the University's Learning Management System Moodle-based for use in the learning process in the future. We hope that the learning media that has been developed can be applied to calculus learning in the future."
1024,doc1024,2022,Jurnal Teori dan Aplikasi Matematika,Subjectivity Tracking System for Poor Scholarship Recipients at Elementary School Using the MOORA Method,Tundo Tundo,Poor Student Assistance; MOORA;  Elementary School;  Subjectivity;,"This research was conducted because of complaints from several parents at Elementary School regarding recipients of the Poor Student Assistance (PSA) who were still less objective. Elementary School XY regularly conduct screening activities every year to select prospective PSA recipients. This selection is made so that the recipients of this assistance are students entitled to it. Some students should be accepted as a selection committee but do not mistake of choosing some students who have kinship or subjective matters. Therefore, this study aims to explore and create applications that apply the Multi Objective Optimization to the basic  Ratio Analysis (MOORA) method, which is a method for determining students based on predetermined criteria. The criteria used are the value of report cards, student achievement, student activity, parental income, parental dependents, and home conditions. After conducting a search and implementation using the MOORA method in determining PSA recipients, it was found that there were some non-objective results where the student's criteria and final results were lower than some other students. However the Elementary School provided a recommendation to get PSA. If this happens again, then the importance of this system is to help objective selection. The accuracy results explained that 14.39% of PSA recipients were subjective. It was concluded that this research helps an objective decision and facilitates the decision maker in determining the best 3 recipients from each class at Elementary School XY."
1025,doc1025,2022,Jurnal Teori dan Aplikasi Matematika,Inclusion Properties of Henstock-Orlicz Spaces,Elin Herlinawati,Henstock-Kurzweil;  Henstock-Orlicz;  Inclusion Property;,"Henstock-Orlicz spaces were generally introduced by Hazarika and Kalita in 2021. In general, a function is Lebesgue integral if only if that function and its modulus are Henstock-Kurzweil integrable functions. Moreover, suppose a function is a finite measurable function with compact supports. In that case, the function is a Henstock-Kurzweil integrable function if only if the function is a Lebesgue integrable function. Due to these properties, Henstock-Orlicz spaces were constructed by utilizing Young functions. This definition is almost similar to the definition of Orlicz spaces, but by embedding the Henstock-Kurzweil integral, and the norm used is the Luxembourg norm. Therefore, an analysis of properties in these spaces is needed carried out more deeply. This research was using a literature study on inclusion properties from scientific journals, especially those related to the Orlicz Spaces. And based on the definition of Henstock-Orlicz spaces and its norm, we formulate a hypothesis regarding the inlcusion properties. By deductive proof, we proof the hypothesis and state it as theorem. In this study, we obtain sufficient and necessary conditions for the inclusion properties in Henstock-Orlicz spaces."
1026,doc1026,2022,Jurnal Teori dan Aplikasi Matematika,Robust Optimization Model for Twitter Sentiment Analysis of PeduliLindungi Application,"Alfia Azizah Fatimathuzahra, Diah Chaerani, Firdaniza Firdaniza",PeduliLindungi; Robust Optimization; Multiobjective Function; Sentiment Analysis; Support Vector Machine.,"Technological advances during the COVID-19 pandemic in Indonesia gave rise to the PeduliLindungi application which is developed by the government to prevent the spread of COVID-19. The advantages and disadvantages of developing PeduliLindungi can be seen from the responses and opinions from users, one of which is through the Twitter. A person's opinion about PeduliLindungi based on the tweet can be classified into positive, negative, or neutral categories using a Machine Learning approach with the Support Vector Machine (SVM) algorithm. In this paper, multiobjective optimization modeling is used to maximize the performance metrics, which are the value of Accuracy, Precision, Recall, and F1-Score. The value of the performance metrics is considered to contain uncertainty factors. Therefore, the optimization problem is solved by using Robust Optimization to handle the uncertainty factor. The data uncertainty is assumed to be belongs to polyhedral uncertainty set thus the resulted robust is computationally tractable. Numerical experiment is presented to complete the discussion."
1027,doc1027,2022,Jurnal Teori dan Aplikasi Matematika,Triangular Fuzzy Time Series for Two Factors High-order based on Interval Variations,"A. Nafis Haikal, Etna Vianita, Muhammad Sam'an, Bayu Surarso, Susilo Hariyanto",Forecasting;  Fuzzy Time Series;  Triangular Fuzzy Number;  Intervals ratio.,"Fuzzy time series (FTS) firstly introduced by Song and Chissom has been developed to forecast such as enrollment data, stock index, air pollution, etc. In forecasting FTS data several authors define universe of discourse using coefficient values with any integer or real number as a substitute. This study focuses on interval variation in order to get better evaluation. Coefficient values analyzed and compared in unequal partition intervals and equal partition intervals with base and triangular fuzzy membership functions applied in two factors high-order. The study implemented in the Shen-hu stock index data. The models evaluated by average forecasting error rate (AFER) and compared with existing methods. AFER value 0.28% for Shen-hu stock index daily data. Based on the result, this research can be used as a reference to determine the better interval and degree membership value in the fuzzy time series."
1028,doc1028,2022,Jurnal Teori dan Aplikasi Matematika,Clustering the Distribution of COVID-19 in Aceh Province Using the Fuzzy C-Means Algorithm,"Nurdin Nurdin, Suci Fitriani, Zara Yunizar, Bustami Bustami",Fuzzy C-Means;  Covid-19;  Clustering;  Zone.,"COVID-19 is a virus that attacks the respiratory system in humans and spreads rapidly. The government has taken various ways to reduce the rate of transmission of COVID-19, including by providing a COVID-19 information center that can be accessed by anyone, but there is no grouping of regional zones with high to low COVID-19 cases. Therefore, a clustering process system for the spread of COVID-19 is needed so that it is able to provide information on clusters of COVID-19 distribution areas in Aceh with the highest case zone (red zone), medium case zone (yellow zone), and low case zone (green zone). The steps carried out in this study using the Fuzzy C-Means Algorithm are collecting data (input data), conducting the clustering process (determining the number of clusters, weighting rank, maximum iteration and epsilon), displaying clustering results. In this study, the authors collected COVID-19 data from 23 districts/cities in Aceh using 6 variables consisting of confirmed, in care, healed, died, suspected, and probable. The results of the clustering study on the spread of COVID-19 are as follows: One district/city in cluster 1 (red zone), the four districts/cities in cluster 2 (yellow zone), eighteen districts/cities in cluster 3 (green zone). Based on the results of this study, the Fuzzy C-Means Algorithm can be used and applied properly in clustering the spread of COVID-19 in the Province of Aceh."
1029,doc1029,2022,Jurnal Teori dan Aplikasi Matematika,Frieze Group in Generating Traditional Cloth Motifs of the East Nusa Tenggara Province,Yessica Nataliani,Frieze group;  Traditional cloth motifs; Tenun ikat; Motif generation.,"Ethnomathematics studies the relationship between mathematics and culture. Indonesia has many traditional cultures. One of them is traditional cloth. The traditional cloth from East Nusa Tenggara (NTT) province is called tenun ikat. Since the motif of tenun ikat consists of symmetrical and repeated patterns, it can be generated using Frieze groups. The Frieze groups are the plane symmetry groups of patterns whose subgroups of translations are isomorphic to Z. There are seven groups in the Frieze groups, i.e., F_1, F_2, F_3, F_4, F_5, F_6, and F_7. Translation, reflection, rotation, and glide reflection are the transformation used in the Frieze groups. In this paper, Frieze groups are used to generate digital tenun ikat motifs from the basic pattern. Since one piece of original tenun ikat may consist of some basic patterns, the basic patterns are identified first, and then each of them is generated into the desired pattern, according to the suitable Frieze groups. Furthermore, a GUI Matlab program is developed to generate the Frieze groups. Three motifs of tenun ikat are presented to demonstrate the implementation of Frieze groups. With the Frieze group, users can generate other patterns from a basic pattern, so users can generate new motifs of tenun ikat without leaving the cultural characteristics of NTT province."
1030,doc1030,2022,Jurnal Teori dan Aplikasi Matematika,Optimal Raw Material Inventory Analysis Using Markov Decision Process with Policy Iteration Method,"Ikhsan Maulidi, Radhiah Radhiah, Chintya Hayati, Vina Apriliani",Inventory;  Markov Decision Process;  Policy Iteration Method,"Inventory of raw materials is a big deal in every production process, both in company production and home business production. In order to meet consumer demand, a business must be able to determine the amount of inventory that should be provided. The purpose of this research is to choose an alternative selection of ordering raw materials that produce the maximum amount of raw materials with minimum costs. The raw material referred to in this study is pandan leaves used to make pandan mats. Analysis of raw material inventory used in this research was the Markov decision process with the policy iteration method by considering the discount factor. From the analysis conducted, it is obtained alternative policies that must be taken by producers to meet raw materials with minimum costs. The results of this study can be a consideration for business actors in the study location in deciding the optimal ordering policy that should be taken to obtain the minimum operational cost."
1031,doc1031,2022,Jurnal Teori dan Aplikasi Matematika,"Best Architecture Recommendations of ANN Backpropagation Based on Combination of Learning Rate, Momentum, and Number of Hidden Layers","Syaharuddin Syaharuddin, Fatmawati Fatmawati, Herry Suprajitno",Neural Network; Backpropagation; Learning rate; Momentum; Number of Neuron; Layer hidden.,"This article discusses the results of research on the combination of learning rate values, momentum, and the number of neurons in the hidden layer of the ANN Backpropagation (ANN-BP) architecture using meta-analysis. This study aims to find out the most recommended values at each learning rate and momentum interval, namely [0.1], as well as the number of neurons in the hidden layer used during the data training process. We conducted a meta-analysis of the use of learning rate, momentum, and number of neurons in the hidden layer of ANN-BP. The eligibility data criteria of 63 data include a learning rate of 44 complete data, the momentum of 30 complete data, and the number of neurons in the hidden layer of 45 complete data. The results of the data analysis showed that the learning rate value was recommended at intervals of 0.1-0.2 with a RE model value of 0.938 (very high), the momentum at intervals of 0.7-0.9 with RE model values of 0.925 (very high), and the number of neurons in the input layer that was smaller than the number of neurons in the hidden layer with a RE model value of 0.932 (very high). This recommendation is obtained from the results of data analysis using JASP by looking at the effect size of the accuracy level of research sample data."
1032,doc1032,2022,Jurnal Teori dan Aplikasi Matematika,Dominant Factor were Caused Eight Grade Students Errors in Solving on Cartesian Coordinate Multistep Routine and Non-Routine Modification Story Problems,"Dhani Nur Hendrayanto, Riyadi Riyadi, Diari Indriati",Causes;  Students Errors;  Cartesian Coordinate; Multistep Routine Non; Routine Modification; Story Problems;,"Giving a high level modification story problems with multistep routine and non-routine problems in cartesian coordinate learning is an effort to achieve optimal learning and also important because it has good effect for students. Less than optimal learning of cartesian coordinates for eight grade it was usually represented by the frequent of student errors occurrence on an ongoing basis in solving on mathematical problems in assignments and daily tests. This research purpose was to reveal the dominant factor were caused eighth grade student errors in solving on cartesian coordinate multistep routine and non-routine modification story problems. This research is a descriptive qualitative in type. Research data collection based on survey, interview, test and documentation.  The research subjects in this research were eight grade students of SMPN 4 Wonosobo. In this research 18 students of  eight grade students SMPN 4 Wonosobo as the research sample. The sampling technique it was used in this research is purposive sampling. The results of this research indicate the dominant factor were caused eighth grade student errors in solving on cartesian coordinate multistep routine and non-routine modification story problems is students difficulties.  Students difficulties such as compiling steps to solve problems in the form of multistep story problems, understanding the position conception of starting point with a certain point, understanding the conception of a perpendicular lines and a parallel lines to the X and Y axis, determining the distance of a point to certain point. The implication of this research is can obtain information about the dominant factor were caused student errors in solving on cartesian coordinate multistep routine and non-routine modification story problems as the relation to the current idealization of mathematics learning optimization and can be able for planing another appropriate and solution steps for the implementation of mathematics learning in an effort to minimize student errors."
1033,doc1033,2022,Jurnal Teori dan Aplikasi Matematika,Profile of Student Algebraic Thinking with Polya's Problem-Solving Strategy: Study on Male Students with Field Independent Cognitive Style,Nur Hardiani,Algebraic thinking profile; Polya's problem solving; Field independent cognitive style;,"This study aims to describe the profile of students' algebraic thinking with Polya's problem solving strategy in completing a linear program conducted on male students with field independent cognitive style. This research is exploratory research with qualitative approaches. In accordance with the purpose of the study, the subject (single subject) were male student with field independent cognitive style. Single subject were screened from 119 participants (male students in grade X) at a high school in the city of Mataram, Indonesia. The criteria for determining a single subject are male students with field independent cognitive style, and having the highest math scores on linear algebra material. The research instrument consisted of the main instrument (researcher/human instrument) which interacted directly with the subject to explore the subject's algebraic thinking profile, and research aid instruments consisting of the GEFT test, mathematical ability test, linear programming tasks, and interview guidelines. Through Polya's problem solving, the students' algebraic thinking profile has been described, where the subject has represented mathematical ideas using algebraic expressions, the subject interprets algebraic expressions; the subject uses symbolic representations, formulations, and expressions of equations using algebraic conventions; and the subject can interpret the solution."
1034,doc1034,2022,Jurnal Teori dan Aplikasi Matematika,"The Model of Creative Thinking, Critical Thinking, and Entrepreneurial Skills Among University Students","Wanda Nugroho Yanuarto, Ira Hapsari",Creative thinking; Critical thinking;  Entrepreneurial skills;  Structural Equation Model;,"Digital skills for the twenty-first century are comprise of four fundamental capabilities: cognition abilities; process capabilities; systems capabilities; and social skills. Using one's ability to think creatively to demonstrate cognitive abilities can be very effective. On the other hand, critical thinking is a skill that can be developed at the university level and is used to transform raw data into meaningful information. Furthermore, the study purpose is investigate the relationship the entrepreneurial skills in students in the world of education, both in terms of educational and economic issues. Researchers are looking into the relative importance of creative thinking (CRE), critical thinking (CRI), and entrepreneurial skills (ETS) as primary predictors of success when it comes to learning and mastering skills in the technologically advanced development society (TCDS). In this study, which takes a quantitative approach, a cross-sectional survey gathers data. In order to analyze the relationship formed by CRE, CRI, and ETS among university students in TCDS, we used the structural equation model (SEM) method. In this study, 85 students from the Faculty of Teacher Training and Education, and 315 students from the Faculty of Economics and Business at Universitas Muhammadiyah Purwokerto participated, for a total of 315 students. The following research procedures were used in this investigation: (3) The relationship between CRE, CRI, and ETS was determined using a Structural Equation Model (SEM). In addition, the findings of this study include the following points: The EFA and CFA analysis revealed that the CRE construct contained four valid sub-constructs, while the CRI and ETS constructs each contained five valid sub-constructs. The results of the SEM analysis revealed a statistically significant relationship between CRE, CRI, and ETS, with a moderately significant relationship between CRE and ETS ( = 0,291), as well as a statistically significant relationship between CRI and ETS ( = 0,143). The correlation between CRE and CRI, on the other hand, was found to be high ( = 0.894). Finally, demonstrate that the CRE, CRI, and ETS have played a role in improving the performance of university students during the TCDS era."
